datetime,tornet_energy_consumed_heat_kwh,tornet_electricity_consumed_household_kwh,tornet_electricity_produced_PV_kwh,tornet_net_energy_consumed_kwh,tornet_net_electricity_consumption_ignr_heat_kwh,coop_electricity_consumed_cooling_kwh,coop_electricity_consumed_other_kwh,coop_hw_consumed_kwh,coop_space_heat_consumed_kwh,coop_energy_consumed_heat_kwh,coop_electricity_produced_rooftop_PV_kwh,coop_energy_consumed_total_kwh,coop_net_energy_consumed_before_wasteheat_kwh,coop_net_electricity_consumed_kwh,coop_energy_produced_wasteheat_kwh,coop_net_space_heat_consumed
2019-02-02 09:00:00+00:00,1457.4636524037971,455.2689504564541,276.6755695464205,1636.0570333138307,178.5933809100336,84.50823459267704,125.95598644116497,6.5888914489367565,96.33583193547814,102.9247233844149,1.8163200000000002,313.3889444182569,311.5726244182569,208.64790103384203,253.52470377803112,-157.188871842553
2019-02-02 10:00:00+00:00,1787.144098955249,590.0964157794456,390.0803814825986,1987.1601332520959,200.01603429684695,91.96161733513809,136.20278073029178,6.277187596387391,91.1169680730035,97.3941556693909,2.5608,325.55855373482075,322.9977537348208,225.60359806542985,275.88485200541425,-184.76788393241074
2019-02-02 11:00:00+00:00,1598.3976937058635,528.6597397953739,699.7318183296098,1427.3256151716278,-171.07207853423597,93.69973404239995,123.65862584784446,7.951470956040876,99.51719320330658,107.46866415934745,4.5936,324.82702404959184,320.23342404959186,212.7647598902444,281.0992021271999,-181.58200892389328
2019-02-02 12:00:00+00:00,1784.9649616543193,790.2687522295878,431.90343269310404,2143.330281190803,358.36531953648375,98.92233247596388,138.03481160700525,5.6991050260963965,105.59717393862176,111.29627896471816,2.83536,348.2534230476873,345.4180630476873,234.12178408296913,296.7669974278916,-191.16982348926985
2019-02-02 13:00:00+00:00,1771.760944381297,432.1336337821741,336.99727802311094,1866.8973001403601,95.13635575906318,98.9192540325434,106.61789889197198,6.85733151831485,102.12116202668432,108.97849354499917,2.21232,314.51564646951454,312.30332646951456,203.3248329245154,296.75776209763023,-194.63660007094592
2019-02-02 14:00:00+00:00,1576.178509756002,306.8766098551474,182.57370432278324,1700.4814152883664,124.30290553236418,91.72234271214862,88.99406905174098,8.53393352251317,116.54609444004872,125.08002796256189,1.1985599999999998,305.79643972645147,304.5978797264515,179.5178517638896,275.1670281364459,-158.62093369639717
2019-02-02 15:00:00+00:00,1637.9960319387162,266.7546597981566,41.82305121050541,1862.9276405263674,224.93160858765117,92.31491608685609,75.9644794886921,7.666289519558445,90.66316130086858,98.32945082042703,0.27456,266.6088463959752,266.3342863959752,168.00483557554819,276.94474826056825,-186.28158695969967
2019-02-02 16:00:00+00:00,1437.861843586693,311.4215409189525,0.0,1749.2833845056457,311.4215409189525,89.21105754700667,82.5048803414473,9.485612186275928,96.9482308344476,106.43384302072353,0.0,278.14978090917754,278.14978090917754,171.715937888454,267.63317264102,-170.6849418065724
2019-02-02 17:00:00+00:00,1533.15680844002,336.4090061790857,0.0,1869.5658146191058,336.4090061790857,86.64572742808883,87.88388594779249,7.563149401057617,108.0259119227142,115.58906132377182,0.0,290.1186746996531,290.1186746996531,174.52961337588133,259.9371822842665,-151.91127036155228
2019-02-02 18:00:00+00:00,1418.875517155043,360.08919381219454,0.0,1778.9647109672376,360.08919381219454,84.30971303063815,98.48620565572566,6.92304881327868,91.47208338264454,98.39513219592322,0.0,281.191050882287,281.191050882287,182.7959186863638,252.92913909191446,-161.45705570926992
2019-02-02 19:00:00+00:00,1450.5885722252212,319.86325920507466,0.0,1770.451831430296,319.86325920507466,99.94385461337848,97.9757050170275,10.528921301454126,107.1751916805099,117.70411298196402,0.0,315.62367261237,315.62367261237,197.91955963040596,299.83156384013546,-192.65637215962556
2019-02-02 20:00:00+00:00,1200.4769685350911,416.79419772355845,0.0,1617.2711662586496,416.79419772355845,83.83171412300564,78.04331967775711,8.078356975636273,104.33394323696156,112.41230021259783,0.0,274.2873340133606,274.2873340133606,161.87503380076276,251.49514236901692,-147.16119913205534
2019-02-02 21:00:00+00:00,1199.8933983653494,191.270743601905,0.0,1391.1641419672544,191.270743601905,68.53238552143577,44.92312424353769,0.0,95.49231939971186,95.49231939971186,0.0,208.94782916468534,208.94782916468534,113.45550976497347,205.5971565643073,-110.10483716459545
2019-02-02 22:00:00+00:00,1503.4038020905205,148.63740208700972,0.0,1652.0412041775303,148.63740208700972,56.53980565884848,40.56059562870418,0.0,80.34623937941653,80.34623937941653,0.0,177.4466406669692,177.4466406669692,97.10040128755266,169.61941697654544,-89.2731775971289
2019-02-02 23:00:00+00:00,1482.1379064466485,214.2887378342085,0.0,1696.4266442808569,214.2887378342085,60.48908469829932,59.12053404525639,0.0,112.95095021020173,112.95095021020173,0.0,232.56056895375744,232.56056895375744,119.60961874355571,181.46725409489795,-68.51630388469623
2019-02-03 00:00:00+00:00,1204.2442389850812,145.60630285384212,0.0,1349.8505418389234,145.60630285384212,47.72419548192323,42.097974981308425,0.0,71.06662517293684,71.06662517293684,0.0,160.88879563616848,160.88879563616848,89.82217046323166,143.1725864457697,-72.10596127283286
2019-02-03 01:00:00+00:00,1370.1789270934928,316.6821117344728,0.0,1686.8610388279656,316.6821117344728,52.78419300574382,75.8394313604753,0.0,90.83422216464916,90.83422216464916,0.0,219.4578465308683,219.4578465308683,128.62362436621913,158.35257901723148,-67.51835685258231
2019-02-03 02:00:00+00:00,1225.8063787977114,207.40054455599656,0.0,1433.206923353708,207.40054455599656,48.7391406142609,52.29862910879551,0.0,109.29791331562228,109.29791331562228,0.0,210.3356830386787,210.3356830386787,101.03776972305641,146.2174218427827,-36.91950852716042
2019-02-03 03:00:00+00:00,1632.33260307464,196.26902544308572,0.0,1828.6016285177257,196.26902544308572,60.59292074905719,55.66679887019449,0.0,82.49762827767724,82.49762827767724,0.0,198.75734789692893,198.75734789692893,116.25971961925168,181.77876224717158,-99.28113396949435
2019-02-03 04:00:00+00:00,1499.6400827653374,173.99503798254017,0.0,1673.6351207478776,173.99503798254017,56.98192113571143,20.62903163244528,0.0,133.91776584487113,133.91776584487113,0.0,211.52871861302782,211.52871861302782,77.61095276815671,170.94576340713428,-37.02799756226315
2019-02-03 05:00:00+00:00,1685.5150766185543,175.68456391811654,0.0,1861.1996405366708,175.68456391811654,59.63442722503398,0.0,8.186035948184871,110.25136891619393,118.43740486437879,0.0,178.07183208941277,178.07183208941277,59.63442722503398,178.90328167510194,-68.65191275890801
2019-02-03 06:00:00+00:00,1620.871299417893,276.5912699733796,0.0,1897.4625693912726,276.5912699733796,50.371489090928094,16.52366896813014,6.959085475001979,109.29458014491976,116.25366561992175,0.0,183.14882367897997,183.14882367897997,66.89515805905823,151.11446727278428,-41.81988712786452
2019-02-03 07:00:00+00:00,1630.149700488805,417.5770479091462,0.0,2047.726748397951,417.5770479091462,52.03723496870274,33.3196429292449,5.04535762268437,157.64641197550208,162.69176959818645,0.0,248.0486474961341,248.0486474961341,85.35687789794764,156.11170490610823,1.5347070693938463
2019-02-03 08:00:00+00:00,1874.1429600675049,411.333747159496,127.88202197058388,2157.594685256417,283.4517251889121,65.00908579649042,44.77507556599184,9.24517416793541,138.16716183045602,147.41233599839143,0.83952,257.1964973608737,256.3569773608737,108.94464136248227,195.0272573894713,-56.860095559015264
2019-02-03 09:00:00+00:00,1896.758620947164,642.2674905510156,360.32167196743126,2178.7044395307485,281.94581858358436,85.15716070834337,150.5762635686814,9.345997669341072,132.66809199996302,142.0140896693041,2.36544,377.74751394632887,375.3820739463289,233.36798427702476,255.4714821250301,-122.80339012506707
2019-02-03 10:00:00+00:00,1667.1745743811528,642.0697513279223,433.51201158581574,1875.7323141232591,208.55773974210655,83.71573863387464,129.81676410354203,8.835636893381322,170.6338002330379,179.46943712641922,2.84592,393.0019398638359,390.1560198638359,210.68658273741667,251.1472159016239,-80.51341566858599
2019-02-03 11:00:00+00:00,2251.5360492855198,509.4772172489986,764.0749740380797,1996.9382924964384,-254.59775678908113,87.86743966490499,102.59790388811226,5.744608013843679,125.58376743343584,131.3283754472795,5.016,321.79371900029673,316.7777190002967,185.44934355301726,263.602318994715,-138.01855156127917
2019-02-03 12:00:00+00:00,1701.2775791431145,439.2636861504611,1569.168709840309,571.3725554532666,-1129.905023689848,87.08498609858303,98.26219910939209,8.929265954310845,132.29215662930693,141.22142258361777,10.30128,326.56860779159285,316.26732779159283,175.04590520797512,261.2549582957491,-128.96280166644215
2019-02-03 13:00:00+00:00,1992.7404510397264,480.80440467408175,366.7559875382783,2106.7888681755294,114.04841713580345,88.6423544441784,109.47838354358292,8.335919019147335,142.08424439998225,150.42016341912958,2.4076800000000005,348.5409014068909,346.13322140689087,195.71305798776132,265.92706333253517,-123.84281893255292
2019-02-03 14:00:00+00:00,2292.8770580317123,563.5170605670008,639.4101098529194,2216.9840087457937,-75.89304928591855,86.50117133575326,121.06575165181454,9.483329920265248,129.72817159786302,139.21150151812827,4.1976,346.7784245056961,342.58082450569606,203.3693229875678,259.50351400725975,-129.77534240939673
2019-02-03 15:00:00+00:00,2290.3052440561355,696.6664109617308,101.34047024084003,2885.631184777026,595.3259407208907,82.23410453480768,117.26266717561076,8.397974753637937,137.36537812656613,145.76335288020405,0.6652800000000001,345.26012459062247,344.5948445906225,198.83149171041845,246.70231360442307,-109.33693547785694
2019-02-03 16:00:00+00:00,2110.9720514922365,516.263004901622,0.0,2627.2350563938585,516.263004901622,90.83425990718636,89.67897056843782,6.644283973932826,178.34742017575888,184.9917041496917,0.0,365.5049346253159,365.5049346253159,180.5132304756242,272.5027797215591,-94.1553595458002
2019-02-03 17:00:00+00:00,2198.21404025769,519.1420373705821,0.0,2717.356077628272,519.1420373705821,87.21040400601953,80.56829712683754,6.459722152122784,186.97062989640776,193.43035204853055,0.0,361.2090531813876,361.2090531813876,167.77870113285707,261.6312120180586,-74.66058212165083
2019-02-03 18:00:00+00:00,2456.784100594588,695.7035700306214,0.0,3152.4876706252094,695.7035700306214,74.86698121985,57.42496622514901,6.417153196035238,176.70749633111294,183.12464952714816,0.0,315.4165969721472,315.4165969721472,132.291947444999,224.60094365955,-47.89344732843708
2019-02-03 19:00:00+00:00,2208.4339395132383,848.2993554595879,0.0,3056.733294972826,848.2993554595879,81.01817493008225,75.83383975724237,11.129639917753623,145.71697999098404,156.84661990873767,0.0,313.69863459606233,313.69863459606233,156.85201468732464,243.05452479024677,-97.33754479926273
2019-02-03 20:00:00+00:00,2352.9063728345664,863.9596725118503,0.0,3216.8660453464167,863.9596725118503,77.84733873130199,94.22753426662824,8.057758311273927,162.92588788202283,170.98364619329675,0.0,343.058519191227,343.058519191227,172.07487299793024,233.54201619390597,-70.61612831188313
2019-02-03 21:00:00+00:00,2551.291673741575,377.2676733966788,0.0,2928.5593471382535,377.2676733966788,66.37691206324028,72.78744324151809,0.0,154.11729899250398,154.11729899250398,0.0,293.2816542972623,293.2816542972623,139.16435530475837,199.13073618972084,-45.01343719721686
2019-02-03 22:00:00+00:00,2066.6493953434087,187.7809210887727,0.0,2254.4303164321814,187.7809210887727,61.19265902924275,46.94437198083847,0.0,157.91141574436278,157.91141574436278,0.0,266.048446754444,266.048446754444,108.13703101008122,183.57797708772824,-25.66656134336546
2019-02-03 23:00:00+00:00,2708.95564459312,253.78288259902368,0.0,2962.7385271921435,253.78288259902368,53.22634836386274,62.954554131786665,0.0,161.50702271514854,161.50702271514854,0.0,277.68792521079797,277.68792521079797,116.1809024956494,159.67904509158822,1.8279776235603151
2019-02-04 00:00:00+00:00,2110.1462927014763,241.1898377247797,0.0,2351.336130426256,241.1898377247797,55.86802232763232,62.50735400005555,0.0,164.48307675737735,164.48307675737735,0.0,282.8584530850652,282.8584530850652,118.37537632768786,167.60406698289694,-3.1209902255195914
2019-02-04 01:00:00+00:00,2236.97346500356,212.6561472661876,0.0,2449.629612269747,212.6561472661876,43.82849807070703,57.16651258766199,0.0,170.31137132452997,170.31137132452997,0.0,271.306381982899,271.306381982899,100.99501065836901,131.48549421212107,38.825877112408904
2019-02-04 02:00:00+00:00,2347.5052833282043,439.95293196624976,0.0,2787.458215294454,439.95293196624976,50.22919901511397,92.69397379797368,0.0,189.08839100570867,189.08839100570867,0.0,332.01156381879633,332.01156381879633,142.92317281308766,150.6875970453419,38.40079396036677
2019-02-04 03:00:00+00:00,2152.4817595886293,358.424835155046,0.0,2510.906594743675,358.424835155046,51.49745863351626,79.47054730544714,0.0,194.83152128218512,194.83152128218512,0.0,325.79952722114854,325.79952722114854,130.96800593896342,154.49237590054878,40.33914538163634
2019-02-04 04:00:00+00:00,2002.1890766507104,420.6916619530585,0.0,2422.880738603769,420.6916619530585,60.12265965350174,67.77865456314817,0.0,214.2197858272387,214.2197858272387,0.0,342.1211000438886,342.1211000438886,127.90131421664991,180.36797896050524,33.851806866733455
2019-02-04 05:00:00+00:00,1841.607050090406,318.55633672836257,0.0,2160.1633868187682,318.55633672836257,89.9266883040424,55.87782873608999,8.254812476528368,153.30149622917685,161.55630870570522,0.0,307.3608257458376,307.3608257458376,145.8045170401324,269.7800649121272,-116.47856868295037
2019-02-04 06:00:00+00:00,2083.395943160996,702.4002497840326,0.0,2785.7961929450285,702.4002497840326,75.98460851861991,163.65295917242435,8.332083689734985,190.7362864842312,199.06837017396617,0.0,438.7059378650104,438.7059378650104,239.63756769104424,227.95382555585974,-37.21753907162855
2019-02-04 07:00:00+00:00,2388.1814647365136,554.8648029667605,0.0,2943.046267703274,554.8648029667605,86.81660797721437,118.6217338080133,7.15991664513294,153.64090028525783,160.80081693039077,0.0,366.2391587156185,366.2391587156185,205.4383417852277,260.4498239316431,-106.80892364638527
2019-02-04 08:00:00+00:00,1587.786337959221,664.3856890008441,136.72920588049848,2115.442821079567,527.6564831203456,80.42176492819664,135.3446094027093,8.753898727852873,161.31415601462436,170.06805474247724,0.8976000000000001,385.83442907338315,384.93682907338314,214.86877433090592,241.2652947845899,-79.95113876996555
2019-02-04 09:00:00+00:00,2187.657618932434,529.7208916369857,315.2814629715024,2402.0970475979175,214.43942866548332,93.29625305846236,141.56568183076436,7.521493726267091,196.47465236025303,203.99614608652013,2.06976,438.8580809757468,436.78832097574684,232.79217488922671,279.88875917538707,-83.41410681513403
2019-02-04 10:00:00+00:00,1759.812683624609,354.4916514229479,447.1849321738656,1667.1194028736913,-92.69328075091772,91.61727458415432,114.55606138949464,5.244168549645592,160.96845430604435,166.21262285568994,2.9356800000000005,372.3859588293389,369.4502788293389,203.23765597364897,274.85182375246296,-113.88336944641861
2019-02-04 11:00:00+00:00,1433.6122316641363,467.590130476238,497.8551672942856,1403.3471948460888,-30.265036818047577,82.42378311634022,132.22520978319363,7.831908849198293,142.74743321689476,150.57934206609306,3.26832,365.2283349656269,361.9600149656269,211.38067289953386,247.27134934902065,-104.52391613212589
2019-02-04 12:00:00+00:00,1474.4951404963792,579.9396583120155,1372.922084929476,681.5127138789187,-792.9824266174604,97.19431507942018,139.29899147823696,6.704400469605907,133.2909489134288,139.9953493830347,9.012960000000001,376.48865594069184,367.4756959406918,227.48034655765716,291.58294523826055,-158.29199632483176
2019-02-04 13:00:00+00:00,1411.9030132306711,631.616851156977,899.1956010258665,1144.3242633617815,-267.57874986888953,99.88402812912938,139.49224499195802,5.747072647203522,134.7959965382149,140.5430691854184,5.90304,379.91934230650577,374.0163023065058,233.4732331210874,299.65208438738813,-164.85608784917324
2019-02-04 14:00:00+00:00,1997.345469847808,597.6193058763758,259.7854911729471,2335.1792845512364,337.83381470342874,96.96389829909032,136.91468828043492,9.102410693909489,131.8021012965993,140.90451199050878,1.70544,374.783098570034,373.077658570034,232.17314657952522,290.89169489727095,-159.08959360067166
2019-02-04 15:00:00+00:00,1550.9454915905633,569.8364375103548,38.60589342508192,2082.1760356758364,531.2305440852729,90.91965749667852,137.65806032099687,6.066049083238801,104.59671051598508,110.66275959922388,0.25344,339.24047741689924,338.9870374168992,228.32427781767538,272.7589724900356,-168.16226197405052
2019-02-04 16:00:00+00:00,1449.3195512411137,525.7602018571647,0.0,1975.0797530982784,525.7602018571647,87.31765187419525,127.91243626122387,8.506051065211162,124.52389087639848,133.02994194160965,0.0,348.2600300770288,348.2600300770288,215.23008813541912,261.95295562258576,-137.4290647461873
2019-02-04 17:00:00+00:00,1929.5355149634256,557.0686948368082,0.0,2486.6042098002335,557.0686948368082,96.4961459484646,100.90304964547846,6.810280848040574,100.45820480565996,107.26848565370054,0.0,304.6676812476436,304.6676812476436,197.39919559394306,289.48843784539383,-189.03023303973387
2019-02-04 18:00:00+00:00,1831.7516636858968,419.6533751540448,0.0,2251.4050388399414,419.6533751540448,89.24431331200677,83.88442225685371,7.424881574697113,101.15069644324204,108.57557801793915,0.0,281.7043135867996,281.7043135867996,173.12873556886046,267.73293993602033,-166.58224349277828
2019-02-04 19:00:00+00:00,2166.851465892172,469.727079171671,0.0,2636.578545063843,469.727079171671,95.7425262861807,97.21521112594289,8.357160881640976,96.9088168117223,105.26597769336328,0.0,298.2237151054869,298.2237151054869,192.9577374121236,287.22757885854213,-190.3187620468198
2019-02-04 20:00:00+00:00,1729.16773682447,672.6746361378899,0.0,2401.84237296236,672.6746361378899,86.25719151713385,87.82050208045054,9.824662565714991,131.18721236922988,141.01187493494487,0.0,315.08956853252926,315.08956853252926,174.07769359758439,258.77157455140156,-127.58436218217167
2019-02-04 21:00:00+00:00,1636.6441110710246,390.5601384097059,0.0,2027.2042494807306,390.5601384097059,74.3764567076636,71.998302379018,0.0,88.66296599736584,88.66296599736584,0.0,235.03772508404745,235.03772508404745,146.3747590866816,223.12937012299082,-134.466404125625
2019-02-04 22:00:00+00:00,1744.5797637839848,504.71719774181287,0.0,2249.2969615257975,504.71719774181287,63.86494521166106,98.58315369375713,0.0,70.50357460887018,70.50357460887018,0.0,232.95167351428836,232.95167351428836,162.4480989054182,191.59483563498318,-121.091261026113
2019-02-04 23:00:00+00:00,1611.1998701824166,428.7042461056602,0.0,2039.9041162880767,428.7042461056602,60.53142238979034,88.26192222519535,0.0,87.71288435064474,87.71288435064474,0.0,236.50622896563044,236.50622896563044,148.7933446149857,181.59426716937102,-93.88138281872628
